cycle,v_mean_IC1,v_mean_IC2,v_mean_IC3,v_mean_IC4,v_mean_IC5,i_mean_IC1,i_mean_IC2,i_mean_IC3,i_mean_IC4,i_mean_IC5,t_mean_IC1,t_mean_IC2,t_mean_IC3,t_mean_IC4,t_mean_IC5,discharge_duration,soc,battery
270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45111652624334836,-1.5516146798262964,1.0203827314172174,0.21464838833538777,0.15217557459952658,3084.343,0.8358123089213313,B0005
274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1014184639839768,-1.571201259862233,1.2302311770614887,1.1742733704428479,0.19115347176700515,3066.063,0.8308586935137448,B0005
278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8662597097633971,-1.5300018702525326,1.3626311525001902,0.8378173960057929,0.23749434862635485,3095.781,0.8389118413629054,B0005
282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11880879702739126,-1.4368307340986626,1.3478804887815468,-0.7629462082403622,0.2811928067349001,3094.328,0.8385180993942389,B0005
286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6312777878595766,-1.3889713295459518,1.3098927208382636,-1.4957500374982866,0.3240347415376622,3066.984,0.8311082711828031,B0005
290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26647037994864814,-1.4169361166946044,1.2293805315962734,-0.8356590159356706,0.35815354825428497,3085.625,0.8361597123651238,B0005
294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4947873245417944,-1.477466606511076,1.0376167509275396,0.2760466441966824,0.3784032177998817,3067.203,0.8311676170129049,B0005
298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0780994368034051,-1.519900287675146,0.6813834155065509,0.7976519648711515,0.3825690815084683,3058.157,0.8287162819485161,B0005
302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9219684648981699,-1.4990932819228087,0.1314380547445204,-0.20641390292861156,0.3723379571830937,3049.031,0.8262432680420808,B0005
306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5331221231693164,-1.4821924838359026,-0.3242480969152486,-1.1291463270751079,0.38305963353930716,3058.578,0.8288303668547848,B0005
310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21850286371641367,-1.5127457143137546,-0.45974280053944455,-0.8616898595499509,0.4428073615618703,3049.328,0.8263237507431778,B0005
313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16756985241984,-1.580517690969282,-0.2741645379239008,0.6999359158613327,0.542424996657679,3177.219,0.8609803605950193,B0005
316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0715934664452023,-1.4947235699318333,-0.28787868583157505,-0.3800079226178504,0.6149068396897386,3082.937,0.835431303272367,B0005
320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1421873204407653,-1.394798289363537,-0.22964455233350298,-0.23655088589008408,0.6545902191017475,3074.266,0.8330815877800704,B0005
324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4207869619777342,-1.229707683598059,-0.1892102463454414,0.2256628950569063,0.6496282039098452,3056.234,0.8281951767828273,B0005
328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.369895013131054,-0.9884145577641542,-0.18641738454523268,0.18106462617524627,0.6176498268983417,3056.437,0.8282501868445199,B0005
332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7271100643681474,-0.702525903643039,-0.12962706220816414,-0.435278103201362,0.5938249631375937,3038.86,0.8234870742614154,B0005
336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8042356775214858,-0.4744860912215921,0.2766697253461469,-0.09199430153071168,0.6355919026648345,3039.218,0.8235840870795728,B0005
340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1434971404954693,-0.26132317947344325,0.7519600044822105,-0.18774021292420393,0.7127695480206443,3039.047,0.8235377485546987,B0005
344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11732083493283542,-0.10393101152423756,1.0654261817575175,0.1098421611181107,0.7727745198560144,3030.375,0.8211877620768765,B0005
348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06075818771563379,0.011041230863836807,1.0104702944291173,0.13430896041292678,0.7899736942538795,3021.0,0.818647272774572,B0005
352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11613284185597218,0.09141917406292561,0.597607879303034,-0.3270953804569014,0.7699625447942632,3012.0,0.8162084030443598,B0005
356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5603300730377975,0.08125534609136559,0.20618852395241163,0.15182222477785987,0.7682244621736141,3002.906,0.8137440606747431,B0005
360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6215998106029108,0.04331471735017737,-0.15036811582844764,0.5630643431563469,0.7905659450554406,3002.641,0.8136722495104647,B0005
364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22596503960775793,0.013221627921691723,-0.44718994552867003,0.6695745381591475,0.833141408371622,3012.0,0.8162084030443598,B0005
367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8848386919916834,0.07873958945377643,-0.8726852245341776,-0.7981504107369845,0.8587889999227782,3020.11,0.8184060956568067,B0005
371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6140614453204996,0.11382233360725974,-1.0914481562786849,-0.1461183662052836,0.8747412309166512,3002.172000000006,0.8135451572989697,B0005
375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14724105284036582,0.22934016648975786,-1.2614885343433495,0.3625808622359549,0.8704622411921583,2992.703,0.8109791953572592,B0005
379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5223023542958729,0.4058422300849482,-1.2717761587348777,1.1170522742521911,0.8637211289520155,2964.468,0.8033279190425322,B0005
383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5512560424151758,0.6824354760005186,-1.2634213796279197,0.6513713591932921,0.852569116531025,2963.86,0.8031631598429801,B0005
387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1316077873339224,1.0050404395332917,-1.182310337930092,-0.41653223341346096,0.8499017213152479,2975.297,0.8062624212990288,B0005
391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2372367622363229,1.291461719087159,-0.9150877467399314,-0.8463693123483826,0.8732148231266633,2974.9850000000006,0.8061778738150482,B0005
395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03915850043529118,1.4564855236277492,-0.3816737149533832,0.6320998592034776,0.9337330454289758,2966.25,0.8038108152491144,B0005
399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20610658650569114,1.6046257606692185,-0.05075654629999852,1.0049633222108993,0.9828968800631286,2947.0,0.7985943438817159,B0005
403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6389798128653648,1.710470935968269,-0.07869146461493932,0.33335317705797773,0.9963550416069523,2956.344,0.8011264326327274,B0005
407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.781561977221163,1.723625264474889,-0.45052168507365964,-0.5787698870823964,0.9730950908799024,2956.406,0.8011432337353133,B0005
411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05336876861440234,1.6021460092862776,-0.9523849951192478,-0.35562670663315665,0.9319153984333753,2947.266,0.7986664260315199,B0005
415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7404754349450491,1.4067920920249337,-1.507043518064381,0.030939806433815865,0.8923588209949828,2937.984,0.7961511383830944,B0005
419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2009983969671303,1.1551985643083917,-1.9154541419129678,0.5811465958446559,0.8870236165356364,2919.281,0.7910828960981878,B0005
423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34719498509288776,0.931228399852483,-2.169350299668282,-0.16639582043412335,0.9267296563125249,2919.094,0.7910322218049045,B0005
427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.737202796870824,0.6934731683325772,-2.071096004516557,-0.37155799164244663,1.0127932347531776,2929.375,0.7938182239933836,B0005
431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0624936637518656,0.44234317969223685,-1.5972987169932964,1.0255139637033401,1.1178178737699294,2946.031,0.7983317589074297,B0005
433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5901910550553082,0.4023858114850309,-1.431662019456932,0.016808721079273135,1.1329167921292695,2955.438,0.8008809197465527,B0005
437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3319046010963579,0.4197937125048972,-1.2787235877683267,0.29890826391408987,1.0721297889897181,2937.625,0.7960538545794115,B0005
441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8818568599952711,0.5133694343658871,-1.051800961319458,0.1759883846781496,0.9991623249226985,2929.078,0.7937377412922866,B0005
445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8796393943747951,0.6280414527575049,-0.4830752836339595,-0.48713524207799946,0.9978651158765294,2918.375,0.7908373832120131,B0005
449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4328023191650695,0.6490046928142729,0.5569274993318883,0.14018406001920555,1.0900483043816478,2900.25,0.7859257705608913,B0005
453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3948136419190102,0.6575927081650208,1.3513920471651881,-0.11862153951376553,1.167280906703787,2880.812,0.780658353914684,B0005
457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3697080095924611,0.5888156842187049,1.6935405823235063,-0.1095149124618985,1.1836519424258858,2901.375,0.7862306292771678,B0005
